node_x,node_y,average_distance
7136.426758,4268.708984,206.81820468120372
6291.707031,6372.40918,174.2838558486468
6298.738281,2191.432373,233.14805521419794
3678.512451,2654.937988,213.02213712097395
8005.765137,9444.683594,273.35158183532906
7504.538574,9443.443359,260.9803892429482
5959.568848,4127.910645,186.775016432797
3759.030762,7035.069336,244.42787573947587
4232.62207,5773.712891,233.8118773398874
7308.002441,2740.18335,221.67967763139092
6051.133301,7435.893555,219.63694092766713
4203.546875,3846.131592,211.11031408076363
7167.371094,2688.335938,223.91408647938042
5527.179688,5080.282227,177.52335743476894
6834.48291,6843.797852,213.08264982424052
5978.865723,5415.592773,170.30247778000057
6544.165039,2197.772461,226.59022034237375
4937.063477,4460.38916,192.56803177960046
5745.037109,6892.07373,196.0954131062273
3496.949219,4800.961914,225.32145980394958
4546.587891,3764.415527,189.63907862021662
6450.416016,6382.771973,193.42370323797547
4232.776367,3635.508789,188.62630962247434
2925.710205,4348.375,214.1646194735789
3792.67749,2336.541504,211.36697436483666
6424.369141,4401.17334,197.56821468377584
5612.126953,7595.091797,234.68414735217627
4297.306641,3665.095459,189.77277585664885
4746.246094,6110.157227,221.1779086050699
6575.605469,5536.053223,161.74481438084078
5311.54541,6889.960449,201.3605155611443
4143.985352,3858.107178,216.3181160869938
1030.397339,1686.110596,294.23004772655827
5216.897461,2537.358643,227.68353576633993
6732.23584,4595.650391,188.99195221628418
3788.816895,5594.508301,227.27148695378813
6843.091797,4596.35498,190.162596096139
2601.408936,2403.457031,249.9914035037581
5478.10791,7204.841309,210.01939355834358
4578.023438,3663.686523,180.195856077277
5084.869629,4513.927246,191.13666942928182
4346.081055,4100.888184,215.8622388614215
5613.682129,2554.075195,228.65757480494983
5309.289551,5495.58252,193.5073876139579
4477.662109,5925.599121,233.0099339830242
3421.515625,3633.388184,206.8721785602012
5665.103516,2510.307861,230.2336257894887
5103.47168,2661.306396,216.99207796290474
7643.355469,8317.143555,224.51652710697036
3434.040039,4905.191895,219.70111743019635
4394.921387,3315.696289,175.05668314709496
4121.892578,7053.321777,241.43567202995055
5652.9375,7549.30957,229.78731673858994
5367.632324,4481.473145,187.61517533079936
7156.418457,2189.396484,261.21074562030236
6319.160156,6587.759277,192.45477980052013
4507.983398,3844.018311,193.3383327141265
4892.949219,6290.489258,209.3644880112029
5517.804688,3384.034912,186.82259438141236
4550.459473,6229.913574,218.51672715841215
5445.790039,2893.464111,222.92418621931353
4552.174805,6233.513184,217.0160498413878
6359.959961,2958.555176,221.5409505301363
6494.519043,2348.00293,219.45202480637877
7505.476562,8820.105469,238.29069189220084
4591.810547,3813.022461,191.51528107227574
4274.154785,5803.729492,235.1618873424595
6308.130371,6442.649902,177.12582664113629
4389.974609,5891.081055,230.39191220599582
5919.12207,3882.424805,186.4547054956989
2097.640137,2187.529785,257.6009202366323
8987.416016,9112.458984,315.8543053928153
7840.802246,8369.280273,234.12075105027006
2716.687988,1875.297241,271.4864622331457
2434.283936,1537.711548,305.53201108856564
5432.317383,2518.993652,230.04309679631905
5344.430664,7022.128906,208.03244262810438
5217.07959,5518.484375,193.55292503786688
3938.829346,2932.483643,196.01300334371695
6881.712891,7700.758789,216.4268926295333
5925.227051,7439.429688,218.42126832614102
6065.456055,3445.314697,210.3283930153468
4722.520508,3279.769531,192.232402617816
4100.96875,2206.923096,225.38045211625845
3669.136963,5149.311523,224.98333857277586
5767.102539,7210.477051,206.53069074904977
3840.657471,2552.095703,205.1169443571204
7986.402344,9289.260742,272.27776285330515
3521.336182,2740.17627,216.61741019119202
4576.368652,3038.150879,175.83424309108057
6316.408203,7238.655273,215.51082278300134
6348.224121,4224.842773,196.68575919522164
1175.015991,1659.764282,288.7623160241205
5536.555176,3295.274414,200.74875253636648
5705.870117,5579.010742,175.18525335086164
3221.322754,4110.98291,219.82712125975252
4162.736328,3064.215332,185.16711725872366
5793.20459,5440.959961,171.26650281500957
6551.334473,2402.759766,233.28483324283388
3333.276367,4041.249756,216.42734417421622
2794.366211,1837.003418,279.4330370666743
4111.711914,5431.689453,246.01797605098454
3839.008545,5592.39502,235.29361835900662
5804.030762,1959.676025,234.80991683575778
2740.374756,1485.589478,288.097636535109
5274.032715,4567.465332,190.44023891857907
5237.159668,6664.459473,209.2137349604184
5598.333984,7189.34375,212.41882769855107
5399.778809,2704.256592,223.69545311651567
2683.587158,2473.901855,242.68698808264983
5628.858887,2830.416016,217.43237975479408
6980.370117,2189.537354,241.77429624760651
4245.460449,3414.319092,179.42245720328086
4900.664551,4565.352051,199.75916092709554
4307.785156,3536.181396,184.97967477351318
6475.702148,6399.192383,196.5943985596296
5431.214355,2783.859131,218.43790117458775
6311.494629,4397.397461,182.41925066445657
5397.032715,6930.11377,202.1086908062073
5538.76123,5521.245605,179.44038181246606
5191.859863,4221.595215,175.46387928324427
4093.248047,3133.955811,187.5677974336258
5388.197754,2918.401611,213.2584435997828
2969.84082,4035.614014,220.60025149324113
3341.548828,3612.254883,209.9066331342345
2550.665771,2184.380859,251.83903860992828
3281.077393,4878.916016,215.94778657369037
5059.881348,6532.227539,211.92611814466576
6501.649902,8166.702148,221.3259409562459
5248.663574,3091.695801,209.98926009545312
6239.193359,6770.210938,191.9613672087108
6441.046387,6445.467773,190.22690406104428
4970.147461,2178.752197,218.57216998656799
5543.741211,7576.078613,231.4945671744163
6034.362793,3742.613037,195.5323025920951
5235.984863,4835.141602,196.71481238032638
6378.90918,2148.02417,229.17629676202452
6074.428711,3577.743896,208.01212883312851
5869.128906,6866.009277,195.36375067874596
3639.907715,5452.914551,220.56393929867681
4562.901367,4038.910889,197.40841359206652
4809.519043,7030.92041,219.39021462661827
4909.48291,2154.801025,223.56455660026865
5348.318848,5321.337402,201.58537909748222
5228.81543,4908.404297,193.85100168614787
3552.771484,5025.328613,219.54699779943414
5708.05957,6377.213867,184.25635163327712
5924.692383,2161.831543,234.3369266382784
6905.427246,7111.156738,206.60781915349662
5390.541504,5296.399902,199.59276385356233
7172.158203,2224.196289,259.2131062273156
5093.291016,2525.714111,209.44724071904204
7445.92041,8325.597656,227.8060244062759
5955.719238,7100.583008,201.498219542168
4769.40332,3984.203369,186.9926609699637
1539.769409,801.676025,306.52971907061817
5024.332031,2963.486328,191.96718013203395
5652.369141,5417.699219,175.399714212226
4769.524414,5961.138184,222.13873853276556
6375.953125,2176.638916,231.78210396959219
2936.194092,3281.875732,226.88923437455347
5086.523926,4338.526855,185.48995455974392
3664.173584,2740.880859,212.02845874653482
2996.853271,2914.167969,256.71004544025607
4611.675781,6057.32373,223.07697979480437
3186.600586,6063.966797,242.48347289302964
5424.596191,5197.411133,190.0356034408848
5428.456543,5575.488281,192.94236803749536
3275.369385,4292.026367,226.7523248835415
3611.22998,5128.177734,226.4139064330828
3145.216553,4187.063477,217.2197936612272
2876.412109,2938.055664,240.80401817610243
6325.772461,4385.020508,184.6107913463462
4112.213867,3497.641113,187.17853733817267
4236.636719,3571.403809,187.3436998085222
5165.862305,3050.492676,200.88062644680062
6674.345215,7537.333984,209.71573261695863
5997.632812,6904.049316,195.92125403675232
3634.392822,5366.978516,221.09230945100168
5584.546387,6738.503906,198.63998170958246
6044.885254,5644.411621,172.67008087794005
5515.901855,6808.103516,202.52770140893372
4963.535156,3379.801025,178.8090823354577
2737.644775,3103.657471,235.68125517990342
6447.366211,7695.397949,234.88963447743706
4473.239258,3506.594727,175.49255522848733
4137.367676,1961.077881,221.96859192363752
7440.322754,8190.279785,217.46607413334857
5435.631836,4613.958984,183.73127947186418
7014.380859,2103.665283,244.72081392358035
7689.813477,8319.482422,233.35076448229546
5856.438965,6835.717773,192.79898259552456
5195.725586,6534.925293,201.40267497356464
7713.549805,3652.570312,213.32117401617558
4209.613281,3809.500244,211.791723586065
3120.39917,3653.112793,216.87239575890942
4670.680176,4208.915527,196.53740104598324
2824.20752,5567.013672,264.41973650367237
5539.875488,6907.571289,198.00162327455632
5676.100098,7669.763184,234.49498442456633
7909.143555,2905.01709,242.20324654911263
6768.959961,4580.441406,191.17914320825355
5772.600586,5309.925293,170.69992283730102
5818.9375,8145.258789,232.03261410076877
2695.174316,3088.159668,239.41525535137606
3597.580566,3465.891602,201.44122774427709
4000.602295,5733.989258,236.38028064359406
3366.365967,3728.481689,204.9585493412592
7518.712402,9406.185547,258.98071504101057
5317.605957,2955.032959,200.79090051727587
6314.191406,4774.573242,171.0510759909691
5863.564453,2521.381836,225.11519533594353
5762.13916,7562.694336,222.8127918607642
6930.779785,4501.958496,198.5999142636678
3364.71167,4230.739258,217.88976022405762
4882.123535,2983.28125,188.22562373181674
2797.741211,1820.899658,277.4340944814381
4116.962402,3809.500244,210.986293618359
7604.155273,8320.503906,229.3281986796605
5556.414551,6634.950195,193.56947214998144
5833.833496,7397.148926,215.3604584035895
5736.753418,2464.751221,232.78137235289074
6774.171387,4427.054688,190.4188962876168
5747.794434,7107.62793,204.82167986053557
4553.592285,4078.233154,197.44438855705752
4821.993652,4321.352539,193.965596867766
2685.252686,3417.122803,234.44164499442715
5144.50293,4731.791992,195.24357691977937
4301.71875,3525.614746,185.4197250721614
5881.818848,7614.111816,227.2202737846875
5160.424316,4661.854492,191.03841559258095
2424.925049,2829.634277,248.17550798776827
3391.619141,4699.866211,216.5324512017376
5402.266113,7067.480957,204.3363893572633
5913.237793,3421.370605,202.89831099425567
4225.617676,5301.472168,251.82405761481525
3842.863525,2509.124268,205.33326283901576
5304.370117,4880.930664,192.78245834643195
5191.859863,4682.283203,192.34938698522478
4432.422852,1844.146484,219.85677459918264
6847.680176,7029.405762,205.81056843188247
7058.753906,7250.736328,229.76602554942698
5168.696777,2281.601807,215.97028950301507
4587.056641,6334.369141,211.16911205738617
2988.029297,4551.953613,214.27135549141207
3313.974121,3610.141602,210.10414678060073
3200.365967,4211.719238,219.30066016975795
7968.401367,3782.484863,226.47778000057158
3709.760254,8168.963379,290.29611614415137
2820.369141,2924.734619,234.840833357149
5318.141113,7134.8125,218.25900374381985
4434.077637,3738.351074,193.3708496470521
4948.931641,6835.520508,220.59436426509674
5923.81543,3845.300293,182.46830327798577
5453.279297,5169.042969,188.07299019747936
6956.17041,7653.561035,214.7453516618559
6509.994141,7560.580566,216.54339115772626
7015.853516,7191.534668,215.0047097825155
2664.842041,3027.577148,244.10226058129234
2741.499756,2862.038818,235.2366036980938
5472.041504,7294.299316,216.21525535137607
6353.347656,6206.666992,169.80858506473092
6416.019531,7422.508789,211.5441799319825
6919.45166,7073.884766,203.19762224572034
4251.543457,5938.279297,231.40929953416594
4982.291504,6120.717285,208.86806893201108
6312.310547,7465.487305,216.9058615072447
6659.427246,2218.201416,235.3572861592981
5409.154297,2716.936523,222.56669429281814
2760.228516,1371.468872,306.88190677602813
5336.472656,5332.277832,206.58419022034238
5949.294434,3869.033203,191.44446857763424
6093.582031,5924.183105,180.69819667914606
2790.257568,5232.30957,250.5928038638507
6253.240234,6565.062012,184.91153725243635
472.421936,1553.434814,324.1045411677288
6846.941406,2219.610352,245.14037895458833
3953.714111,7279.505859,248.4606384498871
2832.220703,3138.288086,236.09993998456747
5176.974609,6358.116211,198.73239975993826
6067.65625,2447.844482,213.72578663084792
7481.210449,7785.299805,200.18784258809407
5745.025879,5520.54834,173.8385699179789
5796.87207,3715.815674,190.22947043525477
6210.405273,4376.566895,174.79459289531593
5388.655273,2629.676514,228.09240661884485
6651.176758,7187.93457,220.37199279814809
5685.480957,7477.456055,225.53385156183018
4916.111816,6587.054688,211.2385127604241
6612.026367,7455.618164,218.82244005601441
5777.762695,5298.59082,171.6061101426081
3928.345215,2702.840576,186.89006887485354
4094.907959,5386.710449,241.60075447972335
5356.210938,2642.265137,227.3295647452202
5355.10791,5212.007324,200.54702637821154
6249.429199,2015.101929,243.89948272412906
5101.96582,4688.623535,195.60310937098112
3862.717285,2259.052246,217.79014603755252
4223.400879,3091.688965,182.6540710468406
3273.714844,3821.468994,205.7116858620788
3756.278809,2673.958252,203.92003086507958
4029.274414,2695.796143,179.16720299505587
4387.646973,6103.105957,227.30248349575606
4284.633301,6608.089355,234.32891314909548
5167.04248,2619.722656,221.3486610842788
5442.244141,2814.150391,217.72600954531165
5273.480957,3196.651611,207.28641079134636
4510.189453,3446.019287,170.93716670000856
4175.431641,5615.648926,232.4859706781744
5212.926758,2530.969238,224.68358720813924
6634.080566,7290.78418,221.6924180503558
4637.590332,3976.45459,196.07647680832213
5727.940918,7106.21875,203.92760995684606
3916.218018,3563.655029,196.07582521219743
5980.029297,7001.995605,198.0849989997428
6763.351074,7396.662598,215.83008773684662
6572.351562,6546.98584,207.60404675487982
6227.341797,6632.414062,187.05689463004774
3436.962891,4103.241211,214.07900888799978
6773.608887,6818.817871,213.29333828698807
3628.039551,7060.140625,239.3420708182104
4546.659668,2982.527588,183.83228830270642
4440.711914,5906.579102,232.29368694807235
6346.067871,7663.23291,233.18544197079248
5047.914062,2521.106934,202.2712068817696
5089.275879,2881.065918,199.51792746706295
5579.571777,2614.798584,232.41993655511416
3338.785889,4861.191895,220.7908605069875
3320.073486,4839.354004,218.56797462204568
4033.13501,3533.36377,188.41735303363723
5905.516602,5350.783691,168.8617301591838
7453.437012,8179.086426,216.37057529078905
2938.940674,4837.945312,227.435403389443
2924.248779,4109.574219,215.797856591695
5055.187988,4455.620117,187.06297619387843
5698.706055,8193.858398,249.6076762596096
5429.55957,2868.392822,216.98581349489868
4865.049316,2166.600586,236.94313394872967
4071.739502,3035.333008,189.2698122374325
5305.318848,6526.986328,195.71546397645108
6891.623535,4456.874023,195.21635277642824
5424.39209,7520.751465,230.6867708839416
5648.508789,2174.525635,228.22612100254352
3327.755859,4639.305176,222.25078448743963
4716.465332,5984.765625,223.18774542025093
5360.08252,7089.312012,210.92758709382412
2591.266846,1996.427002,258.0305678603069
2489.984863,1531.371582,296.6834328827413
4678.400879,3209.331787,188.79902832156841
6008.50293,4244.137695,175.54482009659625
2290.018066,2228.577881,257.540041725015
4969.601562,4862.615234,197.63934154496872
2951.608398,5690.291992,265.08150095738904
5774.271973,7747.252441,234.77293589780228
4319.929199,5797.389648,232.3876082421194
6582.901855,7258.661133,224.35961247177846
5770.95166,3871.498779,179.11757880597867
4048.174316,5622.087402,237.51395501700438
6788.797363,7266.19873,213.88306135863508
3130.320557,4331.468262,221.67519076333915
7260.739258,9195.632812,248.28496470520992
4583.20752,3825.850586,195.36714583750108
6117.296387,4585.07666,167.46338772827298
6075.245117,6459.908691,185.563739247235
6275.117676,8205.72168,222.12351747592237
5022.550781,6585.645508,212.7704781229459
5835.477051,3682.009277,187.08490183189963
5198.317871,5204.335938,199.71867051527536
6832.078613,7710.621094,211.82273727529937
6080.914062,7407.715332,224.0246920636735
2630.092285,2991.650146,249.38649938555628
3412.024414,3625.752197,208.49439570175187
2762.451172,2355.554688,239.29363550627303
5925.337402,3673.929199,196.08938298419594
3487.700439,3727.079834,195.80615586865193
3086.206543,4067.314209,220.603429453288
4286.381836,4048.744873,223.5022948758252
6637.924805,4368.825195,185.4420279500443
5632.532227,7287.254883,211.02182847017804
5317.925781,5334.095215,196.92951901917635
2676.952881,1413.735718,295.93762396044696
4199.135254,1967.417847,220.96782029664772
2986.374756,4592.100098,211.69680775056443
5574.619629,7281.619141,211.88175245063016
6471.383789,6912.502441,200.2764939555886
6462.008789,7240.063965,217.3102397759424
2902.679932,5432.513672,271.82745277357037
3324.452393,3834.853516,209.30981681003686
3580.897705,5187.344238,226.32022520076592
3079.577393,4707.981445,218.0455945814638
5464.353516,2592.073242,229.59758223543196
5661.19873,3508.010742,182.40318367580235
6122.805664,2123.10791,235.03456317338745
3268.613525,4620.665039,224.24243376868338
8871.044922,9509.753906,289.91096567688834
6405.816895,4212.416504,201.35036437941184
4283.519531,3529.136963,185.80587579663342
4573.060059,2993.770508,181.52253436597982
3021.780762,4209.295898,221.74537452487783
6579.217773,7442.233398,224.36577405618587
2637.261719,2717.634033,242.39857106113
3883.067627,2392.650879,205.14304249664198
6297.933105,7465.67041,216.89457289017176
7502.095703,9456.553711,263.97996627704265
6918.006836,2410.205811,232.93262839015748
5702.009277,2599.300781,225.01134577462776
2262.531738,2169.446533,254.57189563030494
7807.513672,2953.356445,232.21177445628877
3706.092773,2702.840576,207.51001686147868
5631.969727,3219.193848,208.51599554171074
6491.138672,6363.230469,200.5953759538167
6951.185059,4465.327637,201.04848675373668
4882.470703,6353.185059,215.36463662084537
3192.088135,4314.561523,223.21792460918522
5213.919434,5150.022949,197.69979709068045
6396.380859,7764.86377,241.69000600154325
4159.979004,2597.884766,183.16261324340545
2566.65918,2020.251465,257.0665142465205
2520.88501,2474.606445,250.58712811865908
6147.799805,7485.486816,222.72738704238233
5224.40918,6817.402344,206.69166357063244
5125.134277,6549.71875,208.7349889971707
7091.634277,2342.628174,248.02602955045583
3831.83374,2688.751465,195.067091537824
4232.23584,5278.232422,249.82989911691578
6586.161133,7847.101074,226.6732302592095
6554.11377,7568.32959,215.52347746563402
5431.225098,6877.984863,202.56116144151352
7417.816406,2573.327881,224.55036437941186
6002.59668,7129.46582,209.06781743876996
4490.335449,2976.159424,180.1127204138207
2811.523193,1501.08728,284.1628247263582
5825.561035,7065.36084,198.83301991940786
7102.300293,4320.218262,202.587150981681
4048.025391,2201.991943,208.43475179331827
7598.816895,8176.4375,223.4265496842045
6059.940918,2740.18335,231.97911462947616
3288.605225,4041.249756,216.2074476293904
5595.576172,7149.189941,211.6483095653168
5565.784668,5341.618652,178.71643565488267
4568.647949,3991.248047,194.7429281815324
5117.628418,2863.405518,208.07656254465434
4794.771973,4514.631836,206.1796461947358
6272.840332,7561.285156,223.109210939956
5661.193359,2771.178955,222.9945757480495
3982.397461,3060.693115,194.91561830184904
5615.75,6954.029785,201.66080420679603
5178.960449,5119.513184,200.51780743619787
4278.566895,6123.541992,229.10731330913663
5705.880859,7060.429688,204.05691749306965
6656.686523,6620.875,204.20855077019806
5301.061523,5119.731445,201.58964876682575
3901.327637,5266.855469,232.23095653167957
4432.422852,3741.168945,193.8552999342688
6167.499023,7290.78418,218.61492383755822
2708.410156,2996.581299,236.83233974450573
5966.738281,4199.757324,178.90035151896203
2964.87207,4251.161133,212.4685490554714
4090.490479,2506.306641,196.0890171758452
6441.051758,7813.470703,239.2321454088194
5705.32959,6994.916016,198.65669457860594
7226.077637,2763.563965,225.0546197593667
3204.766846,4796.389648,218.52723271698437
6840.356445,6897.286621,211.78318996313337
5710.270996,6542.435059,184.22190849075477
5789.708008,6938.567383,193.29977994341402
6056.080566,5823.454102,174.85863221971363
5705.715332,5583.187988,177.18470463833557
5928.679688,5450.103516,169.79676488239832
4318.274414,5792.458496,233.48301563259125
3427.025146,5183.822266,220.34991283472894
2773.491943,2973.334473,240.15685747763712
3711.607666,2668.32251,208.33948158097797
5880.15918,6837.831055,194.20145751764738
5462.654785,5346.549805,185.54951273184534
6354.466797,7414.055664,215.7986567974622
3723.188965,2564.071289,211.27589380126318
4586.736816,6056.60498,222.40044011317195
2767.966064,2180.154053,252.8278071504101
5837.131348,3662.989258,191.55953816695722
5695.391602,5454.330078,173.083941584979
4666.268066,4025.061523,194.8202737846875
5508.43457,6911.09375,198.9603155097025
5932.540039,5347.26123,173.61542110828498
7011.722656,7355.191895,226.5771541253465
3329.2229,6225.229004,237.91925352233432
4002.808105,5340.921387,236.06828613071931
5923.169922,4095.506348,180.20948815409676
3190.990479,4218.763672,219.5685633448601
5066.405762,4582.963379,194.20190334657482
4423.063965,5957.299316,234.03276842616674
2818.141113,5619.143066,271.01320911091426
4230.327637,2474.888184,191.16443656940356
6014.166992,4409.675781,169.74990711897345
4787.05127,4551.263184,204.6569289245806
5259.70459,6761.046387,210.1308793689806
5375.513184,2245.674805,221.73370866794318
6612.572266,7144.963379,216.9800691606413
5881.250977,2640.158691,225.5919465005287
5953.270508,6409.942383,180.30845074447714
6252.412598,1979.400513,252.8873367437341
6327.989746,7054.80127,205.716915778343
3912.908936,5242.29834,232.48381583835842
5811.762695,3393.896973,199.1473807550513
3616.198975,3569.663818,193.96752879311822
4050.236816,5397.981445,234.83632934183075
3517.001465,5137.765625,222.1780743619788
2579.900635,2804.978516,250.99387271012546
3361.391602,5090.834961,217.54544311394358
5297.917969,7182.538574,222.94497442199423
4961.329102,4580.850098,199.30958246406217
4879.338379,6565.730957,216.04506873195965
6608.154785,6757.53125,210.3328741676431
6460.899902,6755.417969,202.27842016518534
6992.000977,4935.187012,185.77845731759595
3534.572021,2847.245361,233.3664485153325
5908.290527,7552.127441,218.98771112571805
4670.128418,3905.305176,194.0886513674945
5329.739258,5255.683105,193.60013146237603
5719.673828,7390.104492,217.8206395930382
5669.780273,2523.727539,229.87495070160898
2803.427246,2875.705078,231.4140779057472
5523.881836,7020.276367,200.23812980480696
6830.043457,7523.984863,212.93878425880942
4250.975586,4058.163574,233.48655940098882
6998.040039,2455.9104,230.9061815895516
